filename,extension,mime_type,related_to_sdaia_quebook,quebook_question_id,classification,title,document_number,keywords,bytes
0854_unrelated_q101_Office_Cafeteria_Weekly_Menu.log,log,text/log,False,,Public,Office Cafeteria Weekly Menu,FCT-2026-4F6DF3,lunch special; vegetarian option; coffee station; dessert bar,1424
0855_related_q009_Labor_Market_Stability_Brief.tsv,tsv,text/tab-separated-values,True,9,Secret,Labor Market Stability Brief,FCT-2026-BCF838,mass layoff; labor shortage; recruitment freeze; Saudization; employment crisis; unemployment; wage reduction; workforce reduction,615
0856_unrelated_q108_Procurement_Stationery_Order.svg,svg,image/svg+xml,False,,Internal,Procurement Stationery Order,FCT-2026-C67852,notebooks; toner cartridge; whiteboard markers; sticky notes,710
0857_unrelated_q102_IT_Helpdesk_Ticket_Summary.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-4E3DF2,VPN latency; laptop docking; printer jam; password reset,37710
0858_related_q008_Diplomatic_Negotiation_Status_Memo.md,md,text/markdown,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-998E4D,consulate; strategic partnership; treaty; MOU; diplomatic cable; classified negotiation; diplomatic note; embassy,2648
0859_related_q013_Government_Operations_Disruption_Report.mht,mht,multipart/related,True,13,Secret,Government Operations Disruption Report,FCT-2026-A5D9E2,emergency operations; system failure; service outage; operational disruption; government shutdown; cyber attack; business continuity; disaster recovery,2898
0860_related_q002_Force_and_VIP_Movement_Coordination_Note.csv,csv,text/csv,True,2,Top Secret,Force and VIP Movement Coordination Note,FCT-2026-E95B67,troop movement; VIP movement; patrol route; National Guard; checkpoint; convoy; operational route; military exercise,958
0861_related_q015_Vital_National_Installation_Status_Sheet.json,json,application/json,True,15,Secret,Vital National Installation Status Sheet,FCT-2026-9049CC,substation; oil refinery; command center; telecom exchange; seaport; power station; military base; government facility,2487
0862_related_q004_Cryptographic_Key_Custody_Log.txt,txt,text/plain,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-88C476,VPN key; RSA; secret key; cryptographic key; TLS certificate; key management; AES; PKI,2464
0863_unrelated_q109_Weather_Outlook_for_Field_Picnic.zip,zip,application/zip,False,,Public,Weather Outlook for Field Picnic,FCT-2026-7356B5,UV index; picnic blankets; sunny intervals; light breeze,1147
0864_unrelated_q105_Marketing_Campaign_Retro.eml,eml,message/rfc822,False,,Internal,Marketing Campaign Retro,FCT-2026-F28204,brand awareness; click-through rate; newsletter open rate; social media post,2234
0865_unrelated_q110_Volunteer_Greening_Day_Plan.pdf,pdf,application/pdf,False,,Public,Volunteer Greening Day Plan,FCT-2026-27D88E,tree planting; recycling bins; irrigation hose; community garden,4059
0866_unrelated_q107_Sports_Club_Training_Roster.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Public,Sports Club Training Roster,FCT-2026-98B261,football drills; attendance sheet; coach notes; injury recovery,30228
0867_unrelated_q110_Volunteer_Greening_Day_Plan.html,html,text/html,False,,Public,Volunteer Greening Day Plan,FCT-2026-655D8F,irrigation hose; community garden; recycling bins; tree planting,2389
0868_related_q013_Government_Operations_Disruption_Report.rtf,rtf,application/rtf,True,13,Secret,Government Operations Disruption Report,FCT-2026-D68058,government shutdown; emergency operations; system failure; business continuity; disaster recovery; operational disruption; cyber attack; service outage,2347
0869_unrelated_q109_Weather_Outlook_for_Field_Picnic.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,False,,Public,Weather Outlook for Field Picnic,FCT-2026-B6E856,sunny intervals; light breeze; picnic blankets; UV index,6846
0870_unrelated_q109_Weather_Outlook_for_Field_Picnic.xml,xml,text/xml,False,,Public,Weather Outlook for Field Picnic,FCT-2026-88B194,picnic blankets; light breeze; UV index; sunny intervals,1723
0871_related_q010_Strategic_Resource_Outlook.log,log,text/log,True,10,Secret,Strategic Resource Outlook,FCT-2026-A1A51E,OPEC; Brent; mining; petroleum exports; crude oil; oil reserve; commodity price; natural gas,1885
0872_related_q012_Export_Continuity_Advisory.tsv,tsv,text/tab-separated-values,True,12,Secret,Export Continuity Advisory,FCT-2026-04E5B8,port closure; sanctions; trade embargo; trade barrier; export decline; shipping disruption; export restriction; customs restriction,622
0873_related_q001_Restricted_Defense_Asset_Inventory_Brief.svg,svg,image/svg+xml,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-B49CC1,UAV; artillery; missile; ballistic missile; air defense; armory; military base; explosives,765
0874_unrelated_q102_IT_Helpdesk_Ticket_Summary.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-06E585,laptop docking; printer jam; VPN latency; password reset,37725
0875_unrelated_q109_Weather_Outlook_for_Field_Picnic.md,md,text/markdown,False,,Public,Weather Outlook for Field Picnic,FCT-2026-110CF7,picnic blankets; UV index; sunny intervals; light breeze,2025
0876_unrelated_q105_Marketing_Campaign_Retro.mht,mht,multipart/related,False,,Internal,Marketing Campaign Retro,FCT-2026-E12DBC,click-through rate; brand awareness; social media post; newsletter open rate,2100
0877_related_q005_Critical_Infrastructure_Resilience_Bulle.csv,csv,text/csv,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-1EA421,critical infrastructure; gas plant; blackout; seaport; refinery; airport shutdown; ICS; water treatment,936
0878_unrelated_q103_Employee_Wellness_Newsletter.json,json,application/json,False,,Public,Employee Wellness Newsletter,FCT-2026-DE8703,ergonomic chair; hydration tips; yoga session; step challenge,1997
0879_unrelated_q104_Facilities_Maintenance_Schedule.txt,txt,text/plain,False,,Internal,Facilities Maintenance Schedule,FCT-2026-FC3A7B,HVAC filter; lighting upgrade; parking lot paint; elevator inspection,1947
0880_related_q013_Government_Operations_Disruption_Report.zip,zip,application/zip,True,13,Secret,Government Operations Disruption Report,FCT-2026-9BF365,government shutdown; cyber attack; service outage; disaster recovery; system failure; emergency operations; operational disruption; business continuity,1400
0881_unrelated_q108_Procurement_Stationery_Order.eml,eml,message/rfc822,False,,Internal,Procurement Stationery Order,FCT-2026-95F115,toner cartridge; notebooks; whiteboard markers; sticky notes,2240
0882_unrelated_q102_IT_Helpdesk_Ticket_Summary.pdf,pdf,application/pdf,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-0D504B,laptop docking; printer jam; VPN latency; password reset,4096
0883_unrelated_q110_Volunteer_Greening_Day_Plan.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Public,Volunteer Greening Day Plan,FCT-2026-B0279F,irrigation hose; community garden; tree planting; recycling bins,30225
0884_related_q014_Strategic_Warehouse_and_Logistics_Reserv.html,html,text/html,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-E698EE,emergency stockpile; warehouse; supply depot; storage facility; fuel depot; inventory reserve; logistics center; strategic reserve,3127
0885_related_q011_International_Commercial_Partnership_Sum.rtf,rtf,application/rtf,True,11,Secret,International Commercial Partnership Summary,FCT-2026-47CFE8,foreign investment; joint venture; commercial agreement; strategic supplier; sovereign investment; technology transfer; strategic partnership; investment agreement,2370
0886_related_q003_Emergency_Continuity_and_Engagement_Proc.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,3,Top Secret,Emergency Continuity and Engagement Procedures,FCT-2026-902526,war plan; contingency plan; continuity of government; command structure; rules of engagement; military doctrine; emergency response; defense strategy,7215
0887_related_q008_Diplomatic_Negotiation_Status_Memo.xml,xml,text/xml,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-402846,embassy; diplomatic cable; diplomatic note; foreign ministry; treaty; MOU; classified negotiation; strategic partnership,2125
0888_unrelated_q110_Volunteer_Greening_Day_Plan.log,log,text/log,False,,Public,Volunteer Greening Day Plan,FCT-2026-37235F,recycling bins; irrigation hose; tree planting; community garden,1439
0889_related_q008_Diplomatic_Negotiation_Status_Memo.tsv,tsv,text/tab-separated-values,True,8,Secret,Diplomatic Negotiation Status Memo,FCT-2026-BAF3B6,consulate; foreign ministry; MOU; diplomatic note; classified negotiation; diplomatic cable; bilateral agreement; embassy,616
0890_related_q010_Strategic_Resource_Outlook.svg,svg,image/svg+xml,True,10,Secret,Strategic Resource Outlook,FCT-2026-AF73DB,natural gas; mining; crude oil; production quota; OPEC; commodity price; Brent; oil reserve,755
0891_unrelated_q109_Weather_Outlook_for_Field_Picnic.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Public,Weather Outlook for Field Picnic,FCT-2026-C7338C,light breeze; UV index; picnic blankets; sunny intervals,37721
0892_unrelated_q105_Marketing_Campaign_Retro.md,md,text/markdown,False,,Internal,Marketing Campaign Retro,FCT-2026-7341B1,newsletter open rate; social media post; brand awareness; click-through rate,2038
0893_related_q014_Strategic_Warehouse_and_Logistics_Reserv.mht,mht,multipart/related,True,14,Secret,Strategic Warehouse and Logistics Reserve Register,FCT-2026-EC4F5C,warehouse; fuel depot; storage facility; strategic reserve; inventory reserve; emergency stockpile; supply depot; logistics center,2840
0894_unrelated_q110_Volunteer_Greening_Day_Plan.csv,csv,text/csv,False,,Public,Volunteer Greening Day Plan,FCT-2026-34DDA2,tree planting; irrigation hose; recycling bins; community garden,702
0895_related_q005_Critical_Infrastructure_Resilience_Bulle.json,json,application/json,True,5,Top Secret,Critical Infrastructure Resilience Bulletin,FCT-2026-4AF4A2,critical infrastructure; water treatment; telecommunications outage; gas plant; blackout; refinery; oil production; ICS,2567
0896_unrelated_q103_Employee_Wellness_Newsletter.txt,txt,text/plain,False,,Public,Employee Wellness Newsletter,FCT-2026-BFEB8D,ergonomic chair; hydration tips; yoga session; step challenge,1924
0897_unrelated_q108_Procurement_Stationery_Order.zip,zip,application/zip,False,,Internal,Procurement Stationery Order,FCT-2026-2C1C46,whiteboard markers; sticky notes; notebooks; toner cartridge,1139
0898_related_q004_Cryptographic_Key_Custody_Log.eml,eml,message/rfc822,True,4,Top Secret,Cryptographic Key Custody Log,FCT-2026-B9A781,root certificate; ECC; certificate authority; TLS certificate; cryptographic key; secret key; AES; PKI,2852
0899_unrelated_q102_IT_Helpdesk_Ticket_Summary.pdf,pdf,application/pdf,False,,Internal,IT Helpdesk Ticket Summary,FCT-2026-D0BC69,laptop docking; VPN latency; password reset; printer jam,4104
0900_unrelated_q105_Marketing_Campaign_Retro.pptx,pptx,application/vnd.openxmlformats-officedocument.presentationml.presentation,False,,Internal,Marketing Campaign Retro,FCT-2026-DE1F4E,newsletter open rate; click-through rate; social media post; brand awareness,30236
0901_related_q012_Export_Continuity_Advisory.html,html,text/html,True,12,Secret,Export Continuity Advisory,FCT-2026-84FE43,customs restriction; sanctions; export restriction; trade embargo; port closure; export decline; shipping disruption; trade barrier,3040
0902_unrelated_q108_Procurement_Stationery_Order.rtf,rtf,application/rtf,False,,Internal,Procurement Stationery Order,FCT-2026-C08C24,toner cartridge; whiteboard markers; sticky notes; notebooks,1620
0903_related_q001_Restricted_Defense_Asset_Inventory_Brief.xlsx,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,True,1,Top Secret,Restricted Defense Asset Inventory Brief,FCT-2026-231FEC,artillery; drone; fighter aircraft; arsenal; military base; armory; Royal Saudi Air Force; UAV,7171
0904_related_q009_Labor_Market_Stability_Brief.xml,xml,text/xml,True,9,Secret,Labor Market Stability Brief,FCT-2026-FBC8DE,labor shortage; Nitaqat; recruitment freeze; mass layoff; unemployment; Saudization; employment crisis; wage reduction,2090
0905_related_q006_National_Reputation_Risk_Watchlist.log,log,text/log,True,6,Top Secret,National Reputation Risk Watchlist,FCT-2026-286BFD,international criticism; sanctions; diplomatic crisis; corruption; bribery; human rights violation; censorship; money laundering,1967
0906_unrelated_q108_Procurement_Stationery_Order.tsv,tsv,text/tab-separated-values,False,,Internal,Procurement Stationery Order,FCT-2026-1CB7F3,whiteboard markers; sticky notes; toner cartridge; notebooks,531
0907_unrelated_q103_Employee_Wellness_Newsletter.svg,svg,image/svg+xml,False,,Public,Employee Wellness Newsletter,FCT-2026-D2E921,step challenge; hydration tips; ergonomic chair; yoga session,709
0908_unrelated_q103_Employee_Wellness_Newsletter.docx,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,False,,Public,Employee Wellness Newsletter,FCT-2026-47D6B9,yoga session; hydration tips; step challenge; ergonomic chair,37724
0909_related_q011_International_Commercial_Partnership_Sum.md,md,text/markdown,True,11,Secret,International Commercial Partnership Summary,FCT-2026-167D3F,sovereign investment; strategic supplier; commercial agreement; foreign investment; joint venture; technology transfer; investment agreement; strategic partnership,2810
0910_related_q011_International_Commercial_Partnership_Sum.mht,mht,multipart/related,True,11,Secret,International Commercial Partnership Summary,FCT-2026-8E419A,investment agreement; commercial agreement; foreign investment; technology transfer; strategic supplier; joint venture; sovereign investment; strategic partnership,2966
0911_unrelated_q109_Weather_Outlook_for_Field_Picnic.csv,csv,text/csv,False,,Public,Weather Outlook for Field Picnic,FCT-2026-B851DA,UV index; picnic blankets; sunny intervals; light breeze,707
0912_unrelated_q101_Office_Cafeteria_Weekly_Menu.json,json,application/json,False,,Public,Office Cafeteria Weekly Menu,FCT-2026-FECA35,dessert bar; vegetarian option; coffee station; lunch special,2026
0913_unrelated_q107_Sports_Club_Training_Roster.txt,txt,text/plain,False,,Public,Sports Club Training Roster,FCT-2026-287121,attendance sheet; injury recovery; coach notes; football drills,1924
